old sampleid,sampleid,replicate,sitecode,species,role,delta13c,delta15n,c_n_ratio
UH-S18-TER-2-1,UH-S18-TER-2-1,0,UH,caterpillar,terbase,-26.97248251,1.285364457,5.319392315
UH-S18-TER-2-1,UH-S18-TER-2-2,0,UH,caterpillar,terbase,-26.97248251,1.285364457,5.319392315
UH-S18-ALG1 + UH-S18-ALG2,UH-S18-ALG-1,0,UH,algae,algae,-28.19,5.53,12.75
UH-S18-ALG1 + UH-S18-ALG2,UH-S18-ALG-2,0,UH,algae,algae,-28.19,5.53,12.75
VN-S18-212-1,VN-S18-212-1,0,VN,creek chub,cc,-25.34510582,8.917005604,3.480260845
VN-S18-212-2,VN-S18-212-2,0,VN,creek chub,cc,-25.21870195,9.198425161,3.526219084
VN-S18-630-18,VN-S18-630-18,0,VN,blacknose dace,invertivore,-25.78435124,8.644249059,3.628782371
VN-S18-630-19,VN-S18-630-19,0,VN,blacknose dace,invertivore,-25.51293633,8.774400633,3.53961562
VN-S18-630-28,VN-S18-630-28,0,VN,blacknose dace,invertivore,-25.63754146,9.429321384,3.739676476
VN-S18-ALG-1,VN-S18-ALG-1,0,VN,algae,algae,-29.24172072,5.308259226,12.70235184
VN-S18-ALG-2,VN-S18-ALG-2,0,VN,algae,algae,-29.91305801,5.806128262,12.52694293
VN-S18-ALG-3,VN-S18-ALG-3,0,VN,algae,algae,-30.02140345,5.738208429,12.6332915
VN-S18-DET-1,VN-S18-DET-1,0,VN,detritus,det,-28.61454883,2.026890168,21.34962595
VN-S18-DET-2,VN-S18-DET-2,0,VN,detritus,det,-28.51863189,1.20693424,23.95515915
VN-S18-DET-3,VN-S18-DET-3,0,VN,detritus,det,-28.45929925,1.359490853,23.70538822
VN-S18-GOL-1,VN-S18-GOL-1,0,VN,goldenrod,terpp,-33.12543966,1.842258763,13.67128736
VN-S18-GOL-2,VN-S18-GOL-2,0,VN,goldenrod,terpp,-33.30796995,1.885080523,13.19679711
VN-S18-GOL-3,VN-S18-GOL-3,0,VN,goldenrod,terpp,-33.19985824,1.792998888,13.43689262
VN-S18-TER-1-1,VN-S18-TER-1-1,0,VN,european garden snail,terbase,-26.71286604,1.174391313,4.407529658
VN-S18-TER-1-2 A,VN-S18-TER-1-2 A,1,VN,european garden snail,terbase,-26.54073179,1.182983854,4.343149595
VN-S18-TER-1-2 B,VN-S18-TER-1-2 B,1,VN,european garden snail,terbase,-26.56066516,1.032511197,4.31852201
VN-S18-TER-1-2 C,VN-S18-TER-1-2 C,1,VN,european garden snail,terbase,-26.47795922,0.96257788,4.473564742
VN-S18-TER-1-2,VN-S18-TER-1-2,0,VN,european garden snail,terbase,-26.52645206,1.059357644,4.378412116
VN-S18-TER-2,VN-S18-TER-2-1,0,VN,caterpillar,terbase,-26.50203373,1.762142253,6.036221391
VN-S18-TER-2,VN-S18-TER-2-2,0,VN,caterpillar,terbase,-26.50203373,1.762142253,6.036221391
WA-S18-163-1 A,WA-S18-163-1 A,1,WA,white sucker,detritivore,-28.84865602,13.0986703,3.169419424
WA-S18-163-1 B,WA-S18-163-1 B,1,WA,white sucker,detritivore,-28.97390855,13.13902486,3.178077041
WA-S18-163-1 C,WA-S18-163-1 C,1,WA,white sucker,detritivore,-28.94925254,13.18543262,3.16584699
WA-S18-163-1,WA-S18-163-1,0,WA,white sucker,detritivore,-28.92393904,13.14104259,3.171114485
WA-S18-163-2,WA-S18-163-2,0,WA,white sucker,detritivore,-28.36934319,12.81316173,3.207601305
WA-S18-163-5,WA-S18-163-5,0,WA,white sucker,detritivore,-29.21159249,12.15134682,3.170630954
WA-S18-212-11,WA-S18-212-11,0,WA,creek chub,cc,-25.89289355,9.329553684,3.274977498
WA-S18-212-17,WA-S18-212-17,0,WA,creek chub,cc,-25.97672399,9.52123788,3.2616852
WA-S18-212-20,WA-S18-212-20,0,WA,creek chub,cc,-25.87908619,8.517418011,3.335955763
WA-S18-212-24,WA-S18-212-24,0,WA,creek chub,cc,-26.12071508,10.48369432,3.18085684
WA-S18-212-25,WA-S18-212-25,0,WA,creek chub,cc,-26.04082961,9.719984125,3.286154384
WA-S18-212-26,WA-S18-212-26,0,WA,creek chub,cc,-26.13057749,9.710904347,3.19149173
WA-S18-212-29,WA-S18-212-29,0,WA,creek chub,cc,-26.0063112,8.978468946,3.354467574
WA-S18-212-4,WA-S18-212-4,0,WA,creek chub,cc,-26.33768797,10.70261785,3.293998897
WA-S18-212-5,WA-S18-212-5,0,WA,creek chub,cc,-25.43133305,9.493998546,3.298603333
WA-S18-212-8 A,WA-S18-212-8 A,1,WA,creek chub,cc,-26.08323795,9.161073364,3.249587901
WA-S18-212-8 B,WA-S18-212-8 B,1,WA,creek chub,cc,-25.96784782,8.887671169,3.287521576
WA-S18-212-8 C,WA-S18-212-8 C,1,WA,creek chub,cc,-25.97573775,8.903812996,3.270907257
WA-S18-212-8,WA-S18-212-8,0,WA,creek chub,cc,-26.00894117,8.984185843,3.269338911
WA-S18-341-13,WA-S18-341-13,0,WA,johnny darter,invertivore,-28.30326508,14.54033722,3.327656836
WA-S18-341-15,WA-S18-341-15,0,WA,johnny darter,invertivore,-27.76675031,13.82101706,3.330208896
WA-S18-341-9,WA-S18-341-9,0,WA,johnny darter,invertivore,-28.96897735,13.74131678,3.40214692
WA-S18-630-12,WA-S18-630-12,0,WA,blacknose dace,invertivore,-28.48571956,13.33171792,3.984614058
WA-S18-630-26,WA-S18-630-26,0,WA,blacknose dace,invertivore,-27.31110724,13.12288304,3.317030326
WA-S18-630-27,WA-S18-630-27,0,WA,blacknose dace,invertivore,-27.74012182,11.60353357,3.364202429
WA-S18-ALGAE-1,WA-S18-ALGAE-1,0,WA,algae,algae,-26.46392674,11.80227981,12.13027079
WA-S18-ALGAE-2,WA-S18-ALGAE-2,0,WA,algae,algae,-25.82878793,11.68726929,12.93939878
WA-S18-ALGAE-3,WA-S18-ALGAE-3,0,WA,algae,algae,-25.99940752,11.47843441,12.10525393
WA-S18-AQU-1,WA-S18-AQU-1,0,WA,mayfly/caddisfly,aqbase,-28.89500932,10.73389264,4.169113938
WA-S18-AQU-2,WA-S18-AQU-2,0,WA,mayfly/caddisfly,aqbase,-28.65140794,10.91649705,4.148911383
WA-S18-DET-1,WA-S18-DET-1,0,WA,detritus,det,-24.62754712,5.054996113,25.4182891
WA-S18-DET-2,WA-S18-DET-2,0,WA,detritus,det,-24.14527557,5.324362851,22.35977649
WA-S18-DET-3,WA-S18-DET-3,0,WA,detritus,det,-24.57034518,4.824975077,22.86913767
WA-S18-GOL-1,WA-S18-GOL-1,0,WA,goldenrod,terpp,-33.5402016,-0.347471622,14.12951611
WA-S18-GOL-2,WA-S18-GOL-2,0,WA,goldenrod,terpp,-33.41297659,-0.414056659,14.40653333
WA-S18-GOL-3,WA-S18-GOL-3,0,WA,goldenrod,terpp,-33.39423802,-0.208248364,14.18424945
WA-S18-TER-1,WA-S18-TER-1,0,WA,snails/caterpillars,terbase,-26.03392593,2.182759765,4.609540076
WA-S18-TER-2,WA-S18-TER-2,0,WA,snails/caterpillars,terbase,-25.83667785,2.492481071,4.607666009
WA-S18-TER-3,WA-S18-TER-3,0,WA,snails/caterpillars,terbase,-25.86527882,2.379488282,4.647888324
WH-S18-163-10,WH-S18-163-10,0,WH,white sucker,detritivore,-26.42034402,12.37977946,3.298143424
WH-S18-163-3,WH-S18-163-3,0,WH,white sucker,detritivore,-25.77871116,14.1290285,3.222909011
WH-S18-163-5,WH-S18-163-5,0,WH,white sucker,detritivore,-26.41752906,12.15131955,3.217936061
WH-S18-211-1,WH-S18-211-1,0,WH,longnose dace,invertivore,-27.51466703,13.85023151,3.248236561
WH-S18-211-2,WH-S18-211-2,0,WH,longnose dace,invertivore,-27.71244078,12.96483737,3.488132145
WH-S18-212-11,WH-S18-212-11,0,WH,creek chub,cc,-25.04952494,9.703532671,3.22840091
WH-S18-212-2,WH-S18-212-2,0,WH,creek chub,cc,-24.86214723,9.68796341,3.243245659
WH-S18-212-21,WH-S18-212-21,0,WH,creek chub,cc,-25.32007605,9.493194115,3.257460329
WH-S18-212-22,WH-S18-212-22,0,WH,creek chub,cc,-25.04225381,9.773606931,3.256964161
WH-S18-212-24,WH-S18-212-24,0,WH,creek chub,cc,-25.37315379,10.32181306,3.234703606
WH-S18-212-25,WH-S18-212-25,0,WH,creek chub,cc,-25.24768225,10.26016679,3.240784246
WH-S18-212-26,WH-S18-212-26,0,WH,creek chub,cc,-24.88496347,10.06290949,3.28651967
WH-S18-212-27,WH-S18-212-27,0,WH,creek chub,cc,-24.66023552,11.01799711,3.268804403
WH-S18-212-5,WH-S18-212-5,0,WH,creek chub,cc,-25.51380744,11.96805265,3.398728795
WH-S18-212-6,WH-S18-212-6,0,WH,creek chub,cc,-25.72177936,11.99522585,3.598311693
WH-S18-341-4,WH-S18-341-4,0,WH,johnny darter,invertivore,-25.7671192,12.44106759,3.319789678
WH-S18-341-6,WH-S18-341-6,0,WH,johnny darter,invertivore,-25.80260256,12.7148124,3.315058868
WH-S18-341-7,WH-S18-341-7,0,WH,johnny darter,invertivore,-25.8597702,12.54674114,3.384943213
WH-S18-630-25,WH-S18-630-25,0,WH,blacknose dace,invertivore,-26.31218303,12.02743112,3.523037912
WH-S18-630-5,WH-S18-630-5,0,WH,blacknose dace,invertivore,-26.18109173,11.53730713,3.582782576
WH-S18-630-6,WH-S18-630-6,0,WH,blacknose dace,invertivore,-26.55859525,12.74299202,3.386794085
WH-S18-AQU-1,WH-S18-AQU-1,0,WH,caddisfly,aqbase,-27.9532884,9.670407736,4.747441581
WH-S18-AQU-2 A,WH-S18-AQU-2 A,1,WH,caddisfly,aqbase,-28.06072412,9.630151146,4.813488846
WH-S18-AQU-2 B,WH-S18-AQU-2 B,1,WH,caddisfly,aqbase,-27.9937,9.592913799,4.895813653
WH-S18-AQU-2 C,WH-S18-AQU-2 C,1,WH,caddisfly,aqbase,-28.17801634,9.56775343,4.806188689
WH-S18-AQU-2,WH-S18-AQU-2,0,WH,caddisfly,aqbase,-28.07748015,9.596939458,4.838497063
WH-S18-AQU-3,WH-S18-AQU-3,0,WH,caddisfly,aqbase,-28.07550886,9.586875311,4.700824081
WH-S18-DET-1,WH-S18-DET-1,0,WH,detritus,det,-26.39793448,2.079021158,15.01463553
WH-S18-DET-2,WH-S18-DET-2,0,WH,detritus,det,-26.41666181,1.838488029,15.19448507
WH-S18-DET-3,WH-S18-DET-3,0,WH,detritus,det,-26.33682425,1.819366149,13.99222984
WH-S18-TER-1-1,WH-S18-TER-1-1,0,WH,european garden snail,terbase,-27.09774518,2.198784515,4.202910659
WH-S18-TER-1-1,WH-S18-TER-1-2,0,WH,european garden snail,terbase,-27.09774518,2.198784515,4.202910659
WH-S18-TER-2-1,WH-S18-TER-2-1,0,WH,caterpillar,terbase,-32.10287014,3.294770195,4.762639674
WH-S18-TER-2-2,WH-S18-TER-2-2,0,WH,caterpillar,terbase,-32.37983747,3.256526434,4.792164387
WW-S18-198-1,WW-S18-198-1,0,WW,common shiner,invertivore,-25.231,13.388,3.34271063
WW-S18-212-1,WW-S18-212-1,0,WW,creek chub,cc,-25.331,8.908,3.376827749
WW-S18-212-2,WW-S18-212-2,0,WW,creek chub,cc,-25.449,10.633,3.37506229
WW-S18-212-3,WW-S18-212-3,0,WW,creek chub,cc,-25.741,9.414,3.350310328
WW-S18-630-1,WW-S18-630-1,0,WW,blacknose dace,invertivore,-26.921,10.471,3.699884618
WW-S18-630-2,WW-S18-630-2,0,WW,blacknose dace,invertivore,-26.093,9.662,3.506502185
WW-S18-630-4,WW-S18-630-4,0,WW,blacknose dace,invertivore,-26.772,10.603,4.030614057
WW-S18-ALG-1,WW-S18-ALG-1,0,WW,algae,algae,-20.198,5.59,13.60672806
WW-S18-ALG-2,WW-S18-ALG-2,0,WW,algae,algae,-20.292,5.509,13.4490193
WW-S18-CADDISFLY,WW-S18-CADDISFLY,0,WW,caddisfly,aqbase,-26.609,5.943,4.735323958
WW-S18-DET-1,WW-S18-DET-1,0,WW,detritus,det,-29.34,2.608,31.10659723
WW-S18-DET-2,WW-S18-DET-2,0,WW,detritus,det,-26.206,1.758,21.29606858
WW-S18-DET-3,WW-S18-DET-3,0,WW,detritus,det,-26.46,2.234,21.06978991
WW-S18-GOL-1,WW-S18-GOL-1,0,WW,goldenrod,terpp,-28.906,-0.182,22.40082535
WW-S18-GOL-2,WW-S18-GOL-2,0,WW,goldenrod,terpp,-28.943,-0.204,22.28473678
WW-S18-GOL-3,WW-S18-GOL-3,0,WW,goldenrod,terpp,-29.035,-0.147,21.99795195
WW-S18-212-MT-1,WW-S18-212-MT1,0,WW,creek chub,cc,-24.878,7.972,3.26600341
WW-S18-212-MT-14,WW-S18-212-MT14,0,WW,creek chub,cc,-24.588,8.737,3.352938083
WW-S18-212-MT-4,WW-S18-212-MT4,0,WW,creek chub,cc,-25.238,9.675,3.289460296
WW-S18-212-MT-5,WW-S18-212-MT5,0,WW,creek chub,cc,-25.949,8.858,3.603642649
WW-S18-212-MT-6,WW-S18-212-MT6,0,WW,creek chub,cc,-24.501,9.268,3.27860576
WW-S18-212-MT-7,WW-S18-212-MT7,0,WW,creek chub,cc,-25.401,9.879,3.380883863
WW-S18-212-MT-8 A,WW-S18-212-MT8 A,1,WW,creek chub,cc,-25.401,11.063,3.333311423
WW-S18-212-MT-8 B,WW-S18-212-MT8 B,1,WW,creek chub,cc,-25.308,9.989,3.290747755
WW-S18-212-MT-8 C,WW-S18-212-MT8 C,1,WW,creek chub,cc,-25.365,9.762,3.318322306
WW-S18-212-MT-8,WW-S18-212-MT8,0,WW,creek chub,cc,-25.358,10.27133333,3.314127161
WW-S18-SNAILS-1 A,WW-S18-SNAILS-1 A,1,WW,european garden snail,terbase,-26.528,-0.369,4.695603046
WW-S18-SNAILS-1 B,WW-S18-SNAILS-1 B,1,WW,european garden snail,terbase,-26.271,-0.405,4.660005649
WW-S18-SNAILS-1 C,WW-S18-SNAILS-1 C,1,WW,european garden snail,terbase,-25.806,-0.564,4.098214105
WW-S18-SNAILS-1,WW-S18-SNAILS-1,0,WW,european garden snail,terbase,-26.20166667,-0.446,4.4846076
WW-S18-SNAILS-2,WW-S18-SNAILS-2,0,WW,european garden snail,terbase,-26.473,-0.096,4.805116867
WW-S18-SNAILS-3,WW-S18-SNAILS-3,0,WW,european garden snail,terbase,-26.214,0.134,4.525960061
EP-S18-DET-2,EP-S18-DET-2,0,,detritus,det,-28.17,5.242,25.46706587
HC2-18-CC-43,HC2-18-CC-43,0,HC,creek chub,cc,-26.19073216,13.83764672,3.312925395
HC2-18-CC-44,HC2-18-CC-44,0,HC,creek chub,cc,-26.77831929,13.20457407,3.283930422
HC2-18-CC-49,HC2-18-CC-49,0,HC,creek chub,cc,-26.82071232,12.89798748,3.36817991
HC2-18-CC-13,HC2-18-CC-13,0,HC,creek chub,cc,-26.0103153,12.15934651,3.274826026
HC2-18-CC-18,HC2-18-CC-18,0,HC,creek chub,cc,-26.02608945,13.37152717,3.356543179
HC2-18-CC-19,HC2-18-CC-19,0,HC,creek chub,cc,-25.94327516,12.11684936,3.374896905
HC2-18-CC-20,HC2-18-CC-20,0,HC,creek chub,cc,-26.01820238,11.50266433,3.187580428
HC2-18-CC-35,HC2-18-CC-35,0,HC,creek chub,cc,-26.4983281,13.48485291,3.256023116
HC2-18-CC-41,HC2-18-CC-41,0,HC,creek chub,cc,-26.57719886,12.84739563,3.278974525
HC2-18-BND-26,HC2-18-BND-26,0,HC,blacknose dace,invertivore,-28.81811421,15.37395248,3.880652874
HC2-18-SC-1,HC2-18-SC-1,0,HC,goldenrod,terpp,-29.4333061,-3.538291865,26.34328531
HC2-18-SC-2,HC2-18-SC-2,0,HC,goldenrod,terpp,-29.53879574,-3.445202866,26.23554
HC2-18-SC-3,HC2-18-SC-3,0,HC,goldenrod,terpp,-29.34161885,-3.657688625,26.2903789
HC2-18-CATA-1,HC2-18-CATA-1,0,HC,caterpillar,terbase,-28.000816,1.113459852,4.145718095
HC2-18-CATA-2,HC2-18-CATA-2,0,HC,caterpillar,terbase,-28.36756502,1.010927042,4.484889944
HC2-18-CATA-3,HC2-18-CATA-3,0,HC,caterpillar,terbase,-28.20785174,0.993725814,4.176454153
HC2-18-DET-1,HC2-18-DET-1,0,HC,detritus,det,-27.62223637,1.026104596,28.0265078
HC2-18-DET-2,HC2-18-DET-2,0,HC,detritus,det,-27.38069468,0.830820066,27.90362841
HC2-18-DET-3,HC2-18-DET-3,0,HC,detritus,det,-27.41914418,2.610641253,22.80482866
HC2-18-AL-1,HC2-18-AL-1,0,HC,algae,algae,-23.84334129,9.655050068,15.80021109
HC2-18-AL-2,HC2-18-AL-2,0,HC,algae,algae,-21.7443933,10.26619958,16.08824864
HC2-18-AL-3,HC2-18-AL-3,0,HC,algae,algae,-24.76415736,9.226031203,15.80002377
HC2-18-TR-1,HC2-18-TR-1,0,HC,caddisfly,aqbase,-29.33176001,12.13101507,4.725721145
HC2-18-TR-2,HC2-18-TR-2,0,HC,caddisfly,aqbase,-29.13852665,12.1947608,4.541944159
EP42-18-CC-1,EP42-18-CC-1,0,EP4,creek chub,cc,-26.2554611,9.062999004,3.463419512
EP42-18-CC-3,EP42-18-CC-3,0,EP4,creek chub,cc,-25.36288703,9.869193158,3.474190596
EP42-18-CC-7,EP42-18-CC-7,0,EP4,creek chub,cc,-26.55429791,10.78328703,3.321754952
EP42-18-CC-8,EP42-18-CC-8,0,EP4,creek chub,cc,-26.12556057,8.455299623,3.325511492
EP42-18-CC-9,EP42-18-CC-9,0,EP4,creek chub,cc,-27.9894363,8.266984069,3.615564707
EP42-18-CC-10,EP42-18-CC-10,0,EP4,creek chub,cc,-29.74014112,8.306683024,3.440713014
EP42-18-CC-11,EP42-18-CC-11,0,EP4,creek chub,cc,-29.27171195,7.402768366,3.363552505
EP42-18-CC-12,EP42-18-CC-12,0,EP4,creek chub,cc,-29.3012348,8.363686651,3.576530406
EP42-18-SNAILS-2,EP42-18-SNAILS-2,0,EP4,european garden snail,terbase,-26.62548078,0.815795676,4.560489638
EP42-18-CC-13,EP42-18-CC-13,0,EP4,creek chub,cc,-27.60662339,8.817679823,3.299640226
EP42-18-BND-10,EP42-18-BND-10,0,EP4,blacknose dace,invertivore,-26.99353227,9.648304103,3.497826462
EP42-18-BS-5,EP42-18-BS-5,0,EP4,brook stickleback,planktivore,-30.71144278,8.130582533,3.84203068
EP42-18-SC-1,EP42-18-SC-1,0,EP4,goldenrod,terpp,-28.1636211,0.971537728,18.35799704
EP42-18-SC-2,EP42-18-SC-2,0,EP4,goldenrod,terpp,-27.98549992,0.948125524,18.21526911
EP42-18-SC-3,EP42-18-SC-3,0,EP4,goldenrod,terpp,-28.1646052,0.831064504,18.98250796
EP42-18-SNAILS-1 ,EP42-18-SNAILS-1,0,EP4,european garden snail,terbase,-26.45228008,0.623408434,4.487489335
EP42-18-SNAILS-3,EP42-18-SNAILS-3,0,EP4,european garden snail,terbase,-26.31942727,0.756756205,4.473032119
EP42-18-ALGAE-1,EP42-18-AL-1,0,EP4,algae,algae,-27.58005283,1.699351895,9.836181052
EP42-18-AL-2,EP42-18-AL-2,0,EP4,algae,algae,-31.22514032,9.443701799,10.06536865
EP42-18-AL-3,EP42-18-AL-3,0,EP4,algae,algae,-30.80099542,9.206525994,10.11937776
EP42-18-DET-1,EP42-18-DET-1,0,EP4,detritus,det,-27.84575845,0.14702098,23.69569488
EP42-18-DT-2,EP42-18-DT-2,0,EP4,detritus,det,-27.79064914,0.244741483,22.85378779
EP42-18-DT-3,EP42-18-DT-3,0,EP4,detritus,det,-27.66763727,0.655981935,23.1804188
AT2-18 CC-01,AT2-18-CC-01,0,AT,creek chub,cc,-26.24640271,13.31481866,3.478432338
AT2-18 CC-02,AT2-18-CC-02,0,AT,creek chub,cc,-26.35909515,13.04717838,3.447321814
AT2-18 CC-32,AT2-18-CC-32,0,AT,creek chub,cc,-26.27812844,13.89693628,3.713497189
AT2-18 CC-33,AT2-18-CC-33,0,AT,creek chub,cc,-26.36933992,10.52065411,3.758417566
AT2-18 CC-34,AT2-18-CC-34,0,AT,creek chub,cc,-25.64063949,12.13552867,3.572355725
AT2-18 CC-35,AT2-18-CC-35,0,AT,creek chub,cc,-25.57817945,12.44364954,3.492804106
AT2-18 CC-36,AT2-18-CC-36,0,AT,creek chub,cc,-26.80656018,12.3603465,3.783187936
AT2-18 CC-38,AT2-18-CC-38,0,AT,creek chub,cc,-26.14031978,11.46709706,3.711995746
AT2-18 CC-39,AT2-18-CC-39,0,AT,creek chub,cc,-28.92127859,9.682605473,3.687721025
AT2-18 BS-01,AT2-18-BS-01,0,AT,brook stickleback,planktivore,-26.42684281,13.26363246,3.462335585
AT2-18 WS-33,AT2-18-WS-33,0,AT,white sucker,detritivore,-26.35942563,14.89255813,3.468564595
AT2-18 DT01,AT2-18-DT-01,0,AT,detritus,det,-27.70479501,6.661615779,23.73921203
AT2-18 DT02,AT2-18-DT-02,0,AT,detritus,det,-27.68595785,7.246744347,21.24652722
AT2-18 DT03,AT2-18-DT-03,0,AT,detritus,det,-27.87036368,5.810519679,21.64350462
AT2-18 GH-03,AT2-18-GH-03,0,AT,grasshopper,terbase,-27.8756513,3.601149143,4.712720184
AT2-18 AL-01,AT2-18-AL-01,0,AT,algae,algae,-23.66075545,10.24063546,6.084682975
AT2-18 AL-02,AT2-18-AL-02,0,AT,algae,algae,-23.47833248,10.53771618,6.014893176
AT2-18 AL-03,AT2-18-AL-03,0,AT,algae,algae,-23.57945825,10.19246021,5.889183659
AT2-18 SC-01,AT2-18-SC-01,0,AT,goldenrod,terpp,-28.13408383,4.003947769,27.40956754
AT2-18 SC-02,AT2-18-SC-02,0,AT,goldenrod,terpp,-28.19951816,3.941721403,27.55928061
AT2-18 SC-03,AT2-18-SC-03,0,AT,goldenrod,terpp,-28.08847809,3.848381855,27.87631174
AT2-18 GH-01,AT2-18-GH-01,0,AT,grasshopper,terbase,-27.92290942,5.200299834,4.51567805
AT2-18 GH-02,AT2-18-GH-02,0,AT,grasshopper,terbase,-27.32904335,4.342178177,4.39749007
AT2-18 SN-01,AT2-18-SN-01,0,AT,aquatic snail,terbase,-28.09046095,10.06399288,4.987015862
AT2-18 SN-02,AT2-18-SN-02,0,AT,aquatic snail,terbase,-27.01376888,10.43233282,5.270377086
AT2-18 SN-03,AT2-18-SN-03,0,AT,aquatic snail,terbase,-27.81583507,10.36508819,4.907534007
